Catalyst,Ratio of CH4 in Feed,Reaction Temperature,Ni Loading,Reaction Time,Pore Size,Pore Volume,Surface Area,H2-TPR Peak Temperature,Ni Particle Size,Ni Dispersion,Modifier Electronegativity,GHSV,CH4 Conversion,CO2 Conversion,Syngas_Ratio,Paper no.
2%B-Ni/SBA-15,0.5000,750.0000,10.0000,10.0000,6.8000,0.5000,323.6000,760.0000,11.9000,,2.0000,36000.0000,86.0800,90.2100,0.9200,2020-179
3%B-Ni/SBA-15,0.5000,750.0000,10.0000,10.0000,6.6000,0.3000,215.6000,697.0000,14.2000,,2.0000,36000.0000,71.8300,79.8000,0.8100,2020-179
5%B-Ni/SBA-15,0.5000,750.0000,10.0000,10.0000,4.1000,0.3000,4.0000,700.0000,14.6000,,2.0000,36000.0000,40.2500,48.3200,0.5800,2020-179
Ni@SiO2@ZrO2-reduced,0.3300,800.0000,1.9000,25.0000,4.0000,0.3700,79.0000,716.0000,11.0000,,0.0000,54000.0000,66.9700,86.9300,0.6400,2020-192
Ni@HSZ-reduced,0.3300,800.0000,2.3000,25.0000,7.0000,0.9300,301.0000,728.0000,14.0000,,0.0000,54000.0000,79.4500,93.6600,0.6100,2020-192
Ni@SiO2@ZrO2-reduced,0.3300,800.0000,1.9000,50.0000,4.0000,0.3700,79.0000,716.0000,11.0000,,0.0000,54000.0000,67.7100,86.1400,0.6500,2020-192
Ni@HSZ-reduced,0.3300,800.0000,2.3000,50.0000,7.0000,0.9300,301.0000,728.0000,14.0000,,0.0000,54000.0000,81.0000,94.4600,0.6000,2020-192
Ni/MA,0.5000,700.0000,6.0000,25.0000,4.1000,0.3200,198.1000,686.0000,6.2000,,0.0000,30000.0000,74.1100,84.3200,0.7600,2020-196
Ni/MM-A,0.5000,700.0000,6.0000,25.0000,6.2000,0.2200,106.5000,671.0000,5.5000,,0.0000,30000.0000,75.2000,85.0500,0.7700,2020-196
Ni/MA,0.5000,700.0000,6.0000,50.0000,4.1000,0.3200,198.1000,686.0000,6.2000,,0.0000,30000.0000,73.0200,82.5000,0.7700,2020-196
Ni/MM-A,0.5000,700.0000,6.0000,50.0000,6.2000,0.2200,106.5000,671.0000,5.5000,,0.0000,30000.0000,74.8400,84.3200,0.7700,2020-196
Ni/MA,0.5000,700.0000,6.0000,75.0000,4.1000,0.3200,198.1000,686.0000,6.2000,,0.0000,30000.0000,72.2900,83.2300,0.7600,2020-196
Ni/MM-A,0.5000,700.0000,6.0000,75.0000,6.2000,0.2200,106.5000,671.0000,5.5000,,0.0000,30000.0000,73.3900,83.5900,0.7600,2020-196
Ni/MA,0.5000,700.0000,6.0000,100.0000,4.1000,0.3200,198.1000,686.0000,6.2000,,0.0000,30000.0000,70.1000,82.1400,0.7700,2020-196
Ni/MM-A,0.5000,700.0000,6.0000,100.0000,6.2000,0.2200,106.5000,671.0000,5.5000,,0.0000,30000.0000,73.0200,83.5900,0.7700,2020-196
NAC,0.3900,800.0000,12.1000,6.0000,4.0500,0.1000,76.0000,830.0000,14.7000,,0.0000,27000.0000,79.8200,89.6900,0.8800,2018-3
NAC−0.8% Gd2O3,0.3900,800.0000,11.9000,6.0000,4.3900,0.0900,65.0000,723.0000,13.3000,,1.2000,27000.0000,82.0000,94.1100,0.8600,2018-3
NAC−1%Gd2O3,0.3900,800.0000,11.9000,6.0000,4.5300,0.0900,60.0000,748.0000,11.8000,,1.2000,27000.0000,82.9100,94.1100,0.8800,2018-3
NAC−1.2% Gd2O3,0.3900,800.0000,12.0000,6.0000,4.4100,0.0900,66.0000,715.0000,11.7000,,1.2000,27000.0000,84.5500,93.3700,0.9000,2018-3
NAC−1.4% Gd2O3,0.3900,800.0000,11.7000,6.0000,3.9500,0.1000,64.0000,793.0000,13.5000,,1.2000,27000.0000,80.7300,93.3700,0.8600,2018-3
NAC−2%Gd2O3,0.3900,800.0000,12.3000,6.0000,4.0100,0.0800,63.0000,849.0000,14.7000,,1.2000,27000.0000,82.0000,91.6600,0.8700,2018-3
NAC−1.2% Gd2O3,0.3900,800.0000,12.0000,14.0000,4.4100,0.0900,66.0000,715.0000,11.7000,,1.2000,27000.0000,84.0000,92.6700,0.9200,2018-3
Ni/ Ce50− Zr50,0.1000,550.0000,5.5000,0.5000,13.1000,0.1000,62.0000,510.0000,7.5000,,0.0000,20000.0000,5.8000,7.7000,0.3700,2018-6
Ni−Mn/ Ce50−Zr50,0.1000,550.0000,5.5000,0.5000,12.5000,0.1000,55.0000,380.0000,15.0000,,1.6000,20000.0000,26.4000,27.5000,0.7800,2018-6
Ni/ Ce50− Zr50,0.1000,600.0000,5.5000,0.5000,13.1000,0.1000,62.0000,510.0000,7.5000,,0.0000,20000.0000,11.2000,16.8000,0.4800,2018-6
Ni−Mn/ Ce50−Zr50,0.1000,600.0000,5.5000,0.5000,12.5000,0.1000,55.0000,380.0000,15.0000,,1.6000,20000.0000,38.7000,40.4000,0.8300,2018-6
Ni/ Ce50− Zr50,0.1000,650.0000,5.5000,0.5000,13.1000,0.1000,62.0000,510.0000,7.5000,,0.0000,20000.0000,20.6000,28.5000,0.5800,2018-6
Ni−Mn/ Ce50−Zr50,0.1000,650.0000,5.5000,0.5000,12.5000,0.1000,55.0000,380.0000,15.0000,,1.6000,20000.0000,50.6000,53.4000,0.8600,2018-6
Ni/ Ce50− Zr50,0.1000,700.0000,5.5000,0.5000,13.1000,0.1000,62.0000,510.0000,7.5000,,0.0000,20000.0000,35.9000,45.5000,0.6900,2018-6
Ni−Mn/ Ce50−Zr50,0.1000,700.0000,5.5000,0.5000,12.5000,0.1000,55.0000,380.0000,15.0000,,1.6000,20000.0000,62.3000,65.8000,0.8700,2018-6
Ni/ Ce50− Zr50,0.1000,750.0000,5.5000,0.5000,13.1000,0.1000,62.0000,510.0000,7.5000,,0.0000,20000.0000,54.7000,64.2000,0.7800,2018-6
Ni−Mn/ Ce50−Zr50,0.1000,750.0000,5.5000,0.5000,12.5000,0.1000,55.0000,380.0000,15.0000,,1.6000,20000.0000,68.0000,72.1000,0.8800,2018-6
Ni/ Ce50− Zr50,0.1000,800.0000,5.5000,0.5000,13.1000,0.1000,62.0000,510.0000,7.5000,,0.0000,20000.0000,71.5000,79.3000,0.8500,2018-6
Ni−Mn/ Ce50−Zr50,0.1000,800.0000,5.5000,0.5000,12.5000,0.1000,55.0000,380.0000,15.0000,,1.6000,20000.0000,75.1000,79.8000,0.8900,2018-6
Ni/ Ce50− Zr50,0.1000,850.0000,5.5000,0.5000,13.1000,0.1000,62.0000,510.0000,7.5000,,0.0000,20000.0000,83.4000,89.6000,0.8900,2018-6
Ni−Mn/ Ce50−Zr50,0.1000,850.0000,5.5000,0.5000,12.5000,0.1000,55.0000,380.0000,15.0000,,1.6000,20000.0000,79.2000,85.6000,0.8900,2018-6
10Ni/g-Al2O3,0.5000,550.0000,10.0000,0.5000,10.6000,0.4700,172.0000,645.0000,5.1000,,0.0000,12000.0000,9.7400,40.1300,0.6500,2018-7
10Ni/g-Al2O3,0.5000,600.0000,10.0000,0.5000,10.6000,0.4700,172.0000,645.0000,5.1000,,0.0000,12000.0000,24.5500,47.4100,0.6700,2018-7
10Ni/g-Al2O3,0.5000,650.0000,10.0000,0.5000,10.6000,0.4700,172.0000,645.0000,5.1000,,0.0000,12000.0000,41.0600,65.6000,0.7100,2018-7
10Ni/g-Al2O3,0.5000,700.0000,10.0000,0.5000,10.6000,0.4700,172.0000,645.0000,5.1000,,0.0000,12000.0000,60.1100,78.1000,0.7600,2018-7
HT,0.5000,600.0000,20.0000,0.5000,19.0000,0.6000,120.0000,828.0000,8.0000,8.9000,0.0000,20000.0000,30.5900,39.8800,0.7500,2018-13
HT/Zr,0.5000,600.0000,16.0000,0.5000,18.0000,0.6000,105.0000,847.0000,10.0000,7.8000,0.0000,20000.0000,30.5900,39.8700,0.6000,2018-13
HT/ZrY0.2,0.5000,600.0000,18.0000,0.5000,18.0000,0.6000,107.0000,847.0000,10.0000,9.8000,0.0000,20000.0000,21.4600,30.7200,0.5700,2018-13
HT/ZrY0.4,0.5000,600.0000,15.0000,0.5000,19.0000,0.5000,107.0000,860.0000,11.0000,10.0000,0.0000,20000.0000,30.5900,39.8800,0.6300,2018-13
HT/ZrY0.6,0.5000,600.0000,15.0000,0.5000,18.0000,0.5000,107.0000,847.0000,10.0000,11.1000,0.0000,20000.0000,34.2500,41.8100,0.6400,2018-13
HT,0.5000,650.0000,20.0000,0.5000,19.0000,0.6000,120.0000,828.0000,8.0000,8.9000,0.0000,20000.0000,47.4900,57.2300,0.8000,2018-13
HT/Zr,0.5000,650.0000,16.0000,0.5000,18.0000,0.6000,105.0000,847.0000,10.0000,7.8000,0.0000,20000.0000,47.0000,57.2300,0.7300,2018-13
HT/ZrY0.2,0.5000,650.0000,18.0000,0.5000,18.0000,0.6000,107.0000,847.0000,10.0000,9.8000,0.0000,20000.0000,36.0700,48.5500,0.6800,2018-13
HT/ZrY0.4,0.5000,650.0000,15.0000,0.5000,19.0000,0.5000,107.0000,860.0000,11.0000,10.0000,0.0000,20000.0000,49.3200,57.2300,0.7600,2018-13
HT/ZrY0.6,0.5000,650.0000,15.0000,0.5000,18.0000,0.5000,107.0000,847.0000,10.0000,11.1000,0.0000,20000.0000,50.6900,60.1200,0.7700,2018-13
HT,0.5000,700.0000,20.0000,0.5000,19.0000,0.6000,120.0000,828.0000,8.0000,8.9000,0.0000,20000.0000,69.8600,76.5100,0.8700,2018-13
HT/Zr,0.5000,700.0000,16.0000,0.5000,18.0000,0.6000,105.0000,847.0000,10.0000,7.8000,0.0000,20000.0000,69.8600,76.5100,0.8500,2018-13
HT/ZrY0.2,0.5000,700.0000,18.0000,0.5000,18.0000,0.6000,107.0000,847.0000,10.0000,9.8000,0.0000,20000.0000,52.5100,65.4200,0.7700,2018-13
HT/ZrY0.4,0.5000,700.0000,15.0000,0.5000,19.0000,0.5000,107.0000,860.0000,11.0000,10.0000,0.0000,20000.0000,69.8600,76.5100,0.8500,2018-13
HT/ZrY0.6,0.5000,700.0000,15.0000,0.5000,18.0000,0.5000,107.0000,847.0000,10.0000,11.1000,0.0000,20000.0000,68.4900,76.9900,0.7700,2018-13
HT,0.5000,750.0000,20.0000,0.5000,19.0000,0.6000,120.0000,828.0000,8.0000,8.9000,0.0000,20000.0000,85.3900,87.1000,0.9300,2018-13
HT/Zr,0.5000,750.0000,16.0000,0.5000,18.0000,0.6000,105.0000,847.0000,10.0000,7.8000,0.0000,20000.0000,85.3900,87.1100,0.9100,2018-13
HT/ZrY0.2,0.5000,750.0000,18.0000,0.5000,18.0000,0.6000,107.0000,847.0000,10.0000,9.8000,0.0000,20000.0000,68.9500,87.8100,0.8600,2018-13
HT/ZrY0.4,0.5000,750.0000,15.0000,0.5000,19.0000,0.5000,107.0000,860.0000,11.0000,10.0000,0.0000,20000.0000,85.3900,87.1100,0.9100,2018-13
HT/ZrY0.6,0.5000,750.0000,15.0000,0.5000,18.0000,0.5000,107.0000,847.0000,10.0000,11.1000,0.0000,20000.0000,81.7400,84.7000,0.8900,2018-13
HT,0.5000,800.0000,20.0000,0.5000,19.0000,0.6000,120.0000,828.0000,8.0000,8.9000,0.0000,20000.0000,94.5000,95.7800,0.9800,2018-13
HT/Zr,0.5000,800.0000,16.0000,0.5000,18.0000,0.6000,105.0000,847.0000,10.0000,7.8000,0.0000,20000.0000,94.5000,95.7800,0.9500,2018-13
HT/ZrY0.2,0.5000,800.0000,18.0000,0.5000,18.0000,0.6000,107.0000,847.0000,10.0000,9.8000,0.0000,20000.0000,81.7400,91.4500,0.9000,2018-13
HT/ZrY0.4,0.5000,800.0000,15.0000,0.5000,19.0000,0.5000,107.0000,860.0000,11.0000,10.0000,0.0000,20000.0000,94.5200,95.7800,0.9400,2018-13
HT/ZrY0.6,0.5000,800.0000,15.0000,0.5000,18.0000,0.5000,107.0000,847.0000,10.0000,11.1000,0.0000,20000.0000,92.6900,94.8200,0.9400,2018-13
HT,0.5000,850.0000,20.0000,0.5000,19.0000,0.6000,120.0000,828.0000,8.0000,8.9000,0.0000,20000.0000,98.0000,97.7000,1.0000,2018-13
HT/Zr,0.5000,850.0000,16.0000,0.5000,18.0000,0.6000,105.0000,847.0000,10.0000,7.8000,0.0000,20000.0000,98.0000,97.7000,0.9800,2018-13
HT/ZrY0.2,0.5000,850.0000,18.0000,0.5000,18.0000,0.6000,107.0000,847.0000,10.0000,9.8000,0.0000,20000.0000,90.8700,92.8900,0.9700,2018-13
HT/ZrY0.4,0.5000,850.0000,15.0000,0.5000,19.0000,0.5000,107.0000,860.0000,11.0000,10.0000,0.0000,20000.0000,98.0000,97.7000,0.9800,2018-13
HT/ZrY0.6,0.5000,850.0000,15.0000,0.5000,18.0000,0.5000,107.0000,847.0000,10.0000,11.1000,0.0000,20000.0000,98.1700,94.8200,0.9800,2018-13
HT,0.5000,700.0000,20.0000,5.0000,19.0000,0.6000,120.0000,828.0000,8.0000,8.9000,0.0000,20000.0000,72.6400,74.1200,0.9000,2018-13
HT/Zr,0.5000,700.0000,16.0000,5.0000,18.0000,0.6000,105.0000,847.0000,10.0000,7.8000,0.0000,20000.0000,79.2400,80.5000,0.9000,2018-13
HT/ZrY0.4,0.5000,700.0000,15.0000,5.0000,19.0000,0.5000,107.0000,860.0000,11.0000,10.0000,0.0000,20000.0000,82.1700,82.4300,0.9000,2018-13
Ni@SiO2-1 h,0.5000,750.0000,3.6000,25.0000,16.4000,1.0400,222.0000,467.0000,3.4000,,0.0000,18000.0000,,,1.0500,2018-22
Ni@SiO2-2 h,0.5000,750.0000,2.7000,25.0000,18.9000,0.8200,153.0000,467.0000,4.3000,,0.0000,18000.0000,,,1.0100,2018-22
Ni@SiO2-5 h,0.5000,750.0000,2.7000,25.0000,15.4000,0.6500,147.0000,467.0000,4.1000,,0.0000,18000.0000,,,1.0300,2018-22
Ni@SiO2-10 h,0.5000,750.0000,2.6000,25.0000,17.7000,0.7400,143.0000,597.0000,4.7000,,0.0000,18000.0000,,,0.9900,2018-22
Ni@SiO2-1 h,0.5000,750.0000,3.6000,50.0000,16.4000,1.0400,222.0000,467.0000,3.4000,,0.0000,18000.0000,,,1.0500,2018-22
Ni@SiO2-2 h,0.5000,750.0000,2.7000,50.0000,18.9000,0.8200,153.0000,467.0000,4.3000,,0.0000,18000.0000,,,1.0100,2018-22
Ni@SiO2-5 h,0.5000,750.0000,2.7000,50.0000,15.4000,0.6500,147.0000,467.0000,4.1000,,0.0000,18000.0000,,,1.0200,2018-22
Ni@SiO2-10 h,0.5000,750.0000,2.6000,50.0000,17.7000,0.7400,143.0000,597.0000,4.7000,,0.0000,18000.0000,,,0.9900,2018-22
Ni/SiC-KIT-6,0.5000,750.0000,7.3000,12.0000,5.2000,0.4000,217.0000,612.0000,2.9000,25.2000,0.0000,48000.0000,69.7900,79.1600,0.8800,2018-27
Ni/SiC-SBA15,0.5000,750.0000,8.1000,12.0000,5.6000,0.2000,167.0000,656.0000,3.2000,21.7000,0.0000,48000.0000,69.2100,79.1600,0.8800,2018-27
Ni/SiC-KIT-6,0.5000,750.0000,7.3000,25.0000,5.2000,0.4000,217.0000,612.0000,2.9000,25.2000,0.0000,48000.0000,68.0300,77.1100,0.8700,2018-27
Ni/SiC-SBA15,0.5000,750.0000,8.1000,25.0000,5.6000,0.2000,167.0000,656.0000,3.2000,21.7000,0.0000,48000.0000,66.2800,75.8900,0.8600,2018-27
Ni/SiCMCM-41,0.5000,750.0000,8.0000,25.0000,10.0000,0.2000,75.0000,635.0000,12.8000,7.1000,0.0000,48000.0000,28.4900,34.0600,0.8200,2018-27
20Ni/HT,0.5000,600.0000,20.0000,8.0000,8.7300,0.5700,248.0000,728.0000,20.6000,4.9100,0.0000,240000.0000,23.4000,35.3000,0.6100,2018-31
20Ni/HT-4La,0.5000,600.0000,20.0000,8.0000,7.6700,0.5500,229.0000,763.0000,22.1000,4.5900,1.1000,240000.0000,23.4000,39.4000,0.6200,2018-31
20Ni/HT-8La,0.5000,600.0000,20.0000,8.0000,7.5800,0.4900,202.0000,751.0000,23.3000,4.3300,1.1000,240000.0000,29.7200,33.2600,0.5700,2018-31
20Ni/HT,0.5000,600.0000,20.0000,8.0000,8.7300,0.5700,248.0000,728.0000,20.6000,4.9100,0.0000,240000.0000,15.2100,28.2300,0.5100,2018-31
20Ni/HT-4La,0.5000,600.0000,20.0000,8.0000,7.6700,0.5500,229.0000,763.0000,22.1000,4.5900,1.1000,240000.0000,28.0500,37.5400,0.5800,2018-31
20Ni/HT-8La,0.5000,600.0000,20.0000,8.0000,7.5800,0.4900,202.0000,751.0000,23.3000,4.3300,1.1000,240000.0000,21.7200,31.7700,0.5300,2018-31
20Ni/HT,0.5000,750.0000,20.0000,8.0000,8.7300,0.5700,248.0000,728.0000,20.6000,4.9100,0.0000,240000.0000,59.4300,71.2200,0.7900,2018-31
20Ni/HT-4La,0.5000,750.0000,20.0000,8.0000,7.6700,0.5500,229.0000,763.0000,22.1000,4.5900,1.1000,240000.0000,75.3600,83.9300,0.8700,2018-31
20Ni/HT-8La,0.5000,750.0000,20.0000,8.0000,7.5800,0.4900,202.0000,751.0000,23.3000,4.3300,1.1000,240000.0000,62.4600,74.2100,0.8100,2018-31
20Ni/HT,0.5000,750.0000,20.0000,8.0000,8.7300,0.5700,248.0000,728.0000,20.6000,4.9100,0.0000,240000.0000,53.3700,66.3600,0.7700,2018-31
20Ni/HT-4La,0.5000,750.0000,20.0000,8.0000,7.6700,0.5500,229.0000,763.0000,22.1000,4.5900,1.1000,240000.0000,70.4300,80.9400,0.8500,2018-31
20Ni/HT-8La,0.5000,750.0000,20.0000,8.0000,7.5800,0.4900,202.0000,751.0000,23.3000,4.3300,1.1000,240000.0000,54.0000,67.1000,0.7700,2018-31
Ni-ZrO2@SiO2,0.5000,800.0000,6.3000,10.0000,35.0000,0.5800,89.0000,690.0000,3.4000,18.2000,1.3000,18000.0000,92.3200,94.5200,0.9900,2018-38
Ni@SiO2,0.5000,800.0000,6.4000,10.0000,37.0000,0.7300,96.0000,750.0000,4.2000,12.9000,0.0000,18000.0000,89.7600,89.3200,0.9900,2018-38
Ni-ZrO2/SiO2,0.5000,800.0000,6.7000,10.0000,37.0000,0.4700,43.0000,750.0000,5.6000,8.1000,1.3000,18000.0000,86.6400,89.5900,0.9200,2018-38
Ni-ZrO2@SiO2,0.5000,800.0000,6.3000,20.0000,35.0000,0.5800,89.0000,690.0000,3.4000,18.2000,1.3000,18000.0000,91.1900,94.8000,0.9800,2018-38
Ni@SiO2,0.5000,800.0000,6.4000,20.0000,37.0000,0.7300,96.0000,750.0000,4.2000,12.9000,0.0000,18000.0000,79.8100,84.5600,0.9400,2018-38
Ni-ZrO2/SiO2,0.5000,800.0000,6.7000,20.0000,37.0000,0.4700,43.0000,750.0000,5.6000,8.1000,1.3000,18000.0000,82.9400,86.3000,0.8500,2018-38
Ni5/MCF(O)-IWI,0.4500,650.0000,4.8000,4.0000,4.8000,1.0000,580.0000,545.0000,5.5000,,0.0000,36000.0000,65.5600,63.5100,0.8700,2018-47
Ni5/MCF(O)-TS,0.4500,650.0000,4.5000,4.0000,4.8000,1.0000,566.0000,599.0000,6.0000,,0.0000,36000.0000,70.8600,72.3000,0.8200,2018-47
Ni2-MCF(O)-DS,0.4500,650.0000,2.1000,4.0000,28.0000,1.0000,107.0000,603.0000,5.0000,,0.0000,36000.0000,56.9500,58.7800,0.8900,2018-47
Ni(15)/perlite,0.1500,700.0000,14.8000,0.1000,2.7000,0.0200,7.0000,375.0000,18.0000,,0.0000,60000.0000,69.0000,77.2000,0.8500,2018-49
Zr (10)-Ni(15)/ perlite,0.1500,700.0000,14.8000,0.1000,2.9000,0.0300,7.0000,369.0000,15.0000,,1.3000,60000.0000,81.0000,82.0000,0.8800,2018-49
"Zr (20)-Ni(15)/perlite,",0.1500,700.0000,14.8000,0.1000,3.1000,0.0300,10.0000,353.0000,12.0000,,1.3000,60000.0000,81.0000,82.0000,0.9100,2018-49
"Ce (10)-Ni(15)/perlite,",0.1500,700.0000,14.7000,0.1000,3.5000,0.0400,14.0000,343.0000,12.0000,,1.1000,60000.0000,80.2000,82.4000,0.9400,2018-49
Ce (20)-Ni(15)/perlite,0.1500,700.0000,14.8000,0.1000,3.6000,0.0400,18.0000,338.0000,6.0000,,1.1000,60000.0000,86.1000,87.3000,0.9700,2018-49
Ni(15)/perlite,0.1500,700.0000,14.8000,12.0000,2.7000,0.0200,7.0000,375.0000,18.0000,,0.0000,60000.0000,46.3000,58.0000,0.6600,2018-49
Zr (10)-Ni(15)/ perlite,0.1500,700.0000,14.8000,12.0000,2.9000,0.0300,7.0000,369.0000,15.0000,,1.3000,60000.0000,77.8000,77.3000,0.8700,2018-49
"Zr (20)-Ni(15)/perlite,",0.1500,700.0000,14.8000,12.0000,3.1000,0.0300,10.0000,353.0000,12.0000,,1.3000,60000.0000,79.6000,81.8000,0.9000,2018-49
"Ce (10)-Ni(15)/perlite,",0.1500,700.0000,14.7000,12.0000,3.5000,0.0400,14.0000,343.0000,12.0000,,1.1000,60000.0000,81.6000,82.7000,0.9400,2018-49
Ce (20)-Ni(15)/perlite,0.1500,700.0000,14.8000,12.0000,3.6000,0.0400,18.0000,338.0000,6.0000,,1.1000,60000.0000,85.3000,86.5000,0.9700,2018-49
Ni(15)/perlite,0.1500,500.0000,14.8000,0.1000,2.7000,0.0200,7.0000,375.0000,18.0000,,0.0000,60000.0000,15.0000,23.0000,0.4200,2018-49
Ni(15)/perlite,0.1500,550.0000,14.8000,0.1000,2.7000,0.0200,7.0000,375.0000,18.0000,,0.0000,60000.0000,29.0000,39.5000,0.5500,2018-49
Ni(15)/perlite,0.1500,600.0000,14.8000,0.1000,2.7000,0.0200,7.0000,375.0000,18.0000,,0.0000,60000.0000,41.1000,52.5000,0.6600,2018-49
Ni(15)/perlite,0.1500,650.0000,14.8000,0.1000,2.7000,0.0200,7.0000,375.0000,18.0000,,0.0000,60000.0000,53.0000,65.1000,0.7300,2018-49
Ni(15)/perlite,0.1500,700.0000,14.8000,0.1000,2.7000,0.0200,7.0000,375.0000,18.0000,,0.0000,60000.0000,69.0000,77.2000,0.8500,2018-49
Ni(15)/perlite,0.1500,750.0000,14.8000,0.1000,2.7000,0.0200,7.0000,375.0000,18.0000,,0.0000,60000.0000,83.5000,90.5000,0.9200,2018-49
Ni(15)/perlite,0.1500,800.0000,14.8000,0.1000,2.7000,0.0200,7.0000,375.0000,18.0000,,0.0000,60000.0000,92.7000,95.9000,0.9500,2018-49
Ni/ZrO2-Al2O3 (UH),0.5000,700.0000,15.0000,75.0000,28.8900,0.2700,38.0000,954.0000,15.5000,6.5400,0.0000,25000.0000,32.4000,45.0000,0.7200,2018-53
Ni/ZrO2-Al2O3 (PS),0.5000,700.0000,15.0000,75.0000,9.8500,0.0600,25.0000,860.0000,15.0000,6.7600,0.0000,25000.0000,37.8000,50.1000,0.6900,2018-53
Ni/ZrO2-Al2O3 (PM),0.5000,700.0000,15.0000,2.0000,17.2300,0.1700,40.0000,908.0000,10.5000,9.6600,0.0000,25000.0000,58.0000,60.0000,0.9500,2018-53
Ni/SN,0.5000,750.0000,9.7000,10.0000,6.5000,0.7000,418.0000,586.0000,14.0000,,0.0000,14400.0000,86.8900,86.6700,0.9100,2018-69
Ni/SH,0.5000,750.0000,9.9000,10.0000,6.9000,0.7000,396.0000,509.0000,15.0000,,0.0000,14400.0000,82.4400,80.0000,0.8700,2018-69
Ni/SC,0.5000,750.0000,9.4000,10.0000,7.4000,0.7700,331.0000,354.0000,27.0000,,0.0000,14400.0000,79.5600,76.6700,0.8600,2018-69
Ni/M-SiO,0.5000,750.0000,7.3000,12.0000,4.2100,0.3300,299.0000,382.0000,23.9000,,0.0000,14400.0000,13.2800,7.6800,0.1200,2018-77
Ni/B-SiO2,0.5000,750.0000,7.9000,12.0000,6.8500,0.5100,458.0000,393.0000,24.3000,,0.0000,14400.0000,54.5900,54.8800,0.8800,2018-77
Ni-SiO2- NaOH,0.5000,750.0000,5.0000,12.0000,1.0000,0.1600,256.0000,616.0000,3.3000,,0.0000,14400.0000,30.9800,30.0000,0.6100,2018-77
Ni-SiO2- NH3·- H2O,0.5000,750.0000,4.5000,12.0000,4.4400,0.4200,407.0000,569.0000,3.4000,,0.0000,14400.0000,73.0300,75.3700,0.9100,2018-77
Ni-SiO2- Urea,0.5000,750.0000,4.7000,12.0000,16.3500,0.5600,190.0000,693.0000,3.1000,,0.0000,14400.0000,80.0400,84.1500,0.9300,2018-77
Ni/M-SiO,0.5000,750.0000,7.3000,24.0000,4.2100,0.3300,299.0000,382.0000,23.9000,,0.0000,14400.0000,11.0100,4.0200,0.2500,2018-77
Ni/B-SiO2,0.5000,750.0000,7.9000,24.0000,6.8500,0.5100,458.0000,393.0000,24.3000,,0.0000,14400.0000,43.5300,37.6800,0.9700,2018-77
Ni-SiO2- NaOH,0.5000,750.0000,5.0000,24.0000,1.0000,0.1600,256.0000,616.0000,3.3000,,0.0000,14400.0000,19.5500,9.5100,0.5900,2018-77
Ni-SiO2- NH3·- H2O,0.5000,750.0000,4.5000,24.0000,4.4400,0.4200,407.0000,569.0000,3.4000,,0.0000,14400.0000,64.1800,66.2200,0.9400,2018-77
Ni-SiO2- Urea,0.5000,750.0000,4.7000,24.0000,16.3500,0.5600,190.0000,693.0000,3.1000,,0.0000,14400.0000,78.5900,81.2200,0.9300,2018-77
5%Ni/MCM-41,0.5000,800.0000,5.0000,6.7000,2.4800,0.4900,898.0000,522.0000,32.5000,,0.0000,2100.0000,63.2500,73.2500,0.9000,2018-90
2%Ga5%Ni/MCM-41,0.5000,800.0000,5.0000,6.7000,2.7400,0.6600,983.0000,689.0000,24.5000,,1.2000,2100.0000,88.2500,86.1800,1.0500,2018-90
Ni/Al,0.5000,700.0000,10.0000,10.0000,10.1000,0.4200,164.0000,760.0000,21.5000,,0.0000,60000.0000,33.0700,68.1100,0.8300,2018-110
Sn0.02 Ni/Al,0.5000,700.0000,10.0000,10.0000,9.8000,0.4200,173.0000,757.0000,21.5000,,2.0000,60000.0000,35.0400,74.4100,0.8600,2018-110
Sn0.04 Ni/Al,0.5000,700.0000,10.0000,10.0000,9.8000,0.4200,172.0000,742.0000,21.5000,,2.0000,60000.0000,32.2800,69.2900,0.8200,2018-110
Sn0.02 Ni/Ce-Al,0.5000,700.0000,10.0000,10.0000,9.6000,0.2900,120.0000,755.0000,21.5000,,2.0000,60000.0000,37.0000,78.3500,0.8300,2018-110
Ni/Al,0.5000,700.0000,20.0000,10.0000,10.1000,0.4200,164.0000,760.0000,21.5000,,0.0000,60000.0000,14.5700,50.3900,0.7800,2018-110
Sn0.02 Ni/Al,0.5000,700.0000,20.0000,10.0000,9.8000,0.4200,173.0000,757.0000,21.5000,,2.0000,60000.0000,22.0500,61.8100,0.8300,2018-110
Sn0.04 Ni/Al,0.5000,700.0000,20.0000,10.0000,9.8000,0.4200,172.0000,742.0000,21.5000,,2.0000,60000.0000,19.6900,57.4800,0.8000,2018-110
Sn0.02 Ni/Ce-Al,0.5000,700.0000,20.0000,10.0000,9.6000,0.2900,120.0000,755.0000,21.5000,,2.0000,60000.0000,22.0000,65.7500,0.7700,2018-110
Sn0.02 Ni/Ce-Al,0.5000,600.0000,20.0000,10.0000,9.6000,0.2900,120.0000,755.0000,21.5000,,2.0000,60000.0000,7.8500,42.5600,0.6800,2018-110
Sn0.02 Ni/Ce-Al,0.5000,800.0000,20.0000,10.0000,9.6000,0.2900,120.0000,755.0000,21.5000,,2.0000,60000.0000,52.8900,92.1500,0.8600,2018-110
Sn0.02 Ni/Ce-Al,0.5000,600.0000,20.0000,20.0000,9.6000,0.2900,120.0000,755.0000,21.5000,,2.0000,60000.0000,3.3000,37.1900,0.6600,2018-110
